,normalized_url,brand_name,product,created_at,rev_content,review_rating
0,jot.co,Jot,Ultra Coffee – Dark,01/30/2022,In addition to great taste this product is packaged beautifully and the bottle pours with zero mess.  Love it!,5
1,jot.co,Jot,Ultra Coffee – Dark,01/28/2022,Smooth and perfect,5
2,jot.co,Jot,Ultra Coffee – Dark,01/24/2022,I wasn't expecting much out of Jot because I've been underwhelmed by DTC brands before but I was so pleasantly surprised! The concentrate is great hot or iced. It's the perfect thing to keep at my tea-drinking girlfriend's apartment so we both can drink what we want in the morning.,5
3,jot.co,Jot,Ultra Coffee – Dark,12/31/2021,Love the taste and convenience,5
4,jot.co,Jot,Ultra Coffee – Original,12/29/2021,i love the taste of jot! so easy to make a quick cup of hot or cold coffee.,5
5,jot.co,Jot,Ultra Coffee,12/27/2021,"Love how easy it is to make a GOOD cup of coffee.  Best of all you have the coffee liquor you need for many recipes and cooking.  LOVE the taste!  Though a little strong, but great!",5
6,jot.co,Jot,Ultra Coffee – Dark,12/20/2021,"Jot Jot Jot I got more than I bought! I really like the Ultra dark version, I can feel the caffeine right away. The Original taste is good but I prefer roast flavor like the dark version. Very easy to make and fast too! Can't wait to try the limited edition flavors!",5
7,jot.co,Jot,Ultra Coffee – Dark,12/17/2021,"I really enjoy the convenience, but the taste is where you win me over!  Easy, organic, and tasty! Thank you",5
8,jot.co,Jot,Ultra Coffee – Dark,12/17/2021,"Great, smooth taste, easy for making my daily iced coffee, but prefer to have a decaf option",4
9,jot.co,Jot,Ultra Coffee – Dark,12/16/2021,This coffee is by far the best coffee I have had. I highly recommend it!!!,5
10,jot.co,Jot,Ultra Coffee – Dark,12/16/2021,"I love the coffee concentrate! It makes my coffee routine so quick in the mornings, and it tastes great.",5
11,jot.co,Jot,Ultra Coffee – Dark,12/15/2021,So smooth.  Zero bitterness.  Not acidic.  Full coffee flavor.  Just gorgeous.,5
12,jot.co,Jot,Ultra Coffee – Dark,12/13/2021,"Nothing at all against Jot or this convenient coffee concept.  I am traditionally a pour-over drinker and enjoy the depth and rich flavor of my coffee.  I found Jot (dark) to be rather flat and somewhat bitter - even after experimenting with the quantity (from 1T to 3.5T).  Overall, this is clearly a win for a lot of people - but for someone who enjoys a bold, flavorful, rich cup of coffee, this may not be for you.",3
13,jot.co,Jot,Ultra Coffee – Original,12/12/2021,Creamy rich and very tasty.  Little to nothing extra needed.  Strong too,5
14,jot.co,Jot,Ultra Coffee – Dark,12/12/2021,Don’t have time to brew a perfect cup of coffee but I love a nice tasting coffee. This changed the game completely and I can make a full latte in 1 minute that taste great!! Saving time without sacrificing flavor,5
15,jot.co,Jot,Ultra Coffee – Dark,12/12/2021,"I enjoy the convenience of having any strength coffee I want, any time of the day.  However I find Javy just as good and convenient, at about half the cost.",3
