,source_name,normalized_url,review_source_id,reviewer_source_id,product_name,product_source_id,review_date,review_rating,review_content
0,target,raewellness.co,f54feb4c-f71c-4841-a739-662a1063f2b4,Kandice N.308944138,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-09-01 00:00:00,5.0,As of right now it's great! It has really helped me!!
1,target,raewellness.co,691bf8ba-f4cf-4af1-8b78-34a33718466e,Mellisa H.308944266,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-03-27 00:00:00,5.0,These have really helped me with my libido. We used to argue about sex every so often but now it's stopped! I've tried other things and nothing seemed to work until I found these and it's like magic! Thank you!!
2,target,raewellness.co,119e03a3-a6ac-4aea-b5dd-8c27b7a575db,Lauren H.338826967,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-02-23 00:00:00,1.0,I had to stop taking these. They made me very jittery and not feel well at all. Not happy with my purchase.
3,target,raewellness.co,a0f4ab52-bbc0-46ed-b579-b9a68e03928e,Emma L.308944812,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-01-06 00:00:00,5.0,Works as described! I really like it!!
4,target,raewellness.co,537f5ed0-6e2b-4fe9-bf4c-a3608087d511,Jami G.279539509,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-05-04 00:00:00,5.0,I have noticed a change in my overall mood while taking this. I have PCOS so it is greatly helping with the mood swings I sometimes experience with that.
5,target,raewellness.co,9a3bdcba-ca90-4443-b660-1c04b253e956,Kimmie308943578,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-06-19 00:00:00,5.0,"I was so skeptical at first. After being on birth control for years my sex drive really took a hit. I was so frustrated because I had never experienced this before and had always had a great sex drive. I came across this add and figured why not I'll try it. Most other reviews said give it about 3 weeks, some said a week. I am into week 3 of taking these and it is like night and day!!! I am in SHOCK that this actually worked. I actually subscribed because I don't think I will ever go without this again LOL you HAVE to try it, and I would agree with the general consensus, give it at least 3 weeks! You won't be sorry."
6,target,raewellness.co,2cf9439a-458a-4ce6-8ecb-1090a1db47f9,Brittany H.266074022,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-01-20 00:00:00,4.0,"I have not experienced an immediate change. I realize it may take some time for my body to adjust to a new supplement. It may be the ""placebo effect"" but I have noticed a slight increase in desire."
7,target,raewellness.co,c4fffc74-4b31-439d-8f04-e138b9191728,Kari C.279539316,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-04-16 00:00:00,1.0,"What else can I say? It had no effect on my ""mood"" at all."
8,target,raewellness.co,2aefad86-dbbe-4412-a34b-3f441399c5ac,Chelsea B.308944602,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-01-09 00:00:00,3.0,"It worked okay. Not sure how much it helped me be ""in the mood"" though."
9,target,raewellness.co,e2fece3b-2cd6-4ead-a54f-ba83e589788f,Katie C.263858341,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2019-11-22 00:00:00,4.0,"I definitely felt a difference with these vitamins, however it really wasn't enough of a difference to help in bed. I did notice more moisture, and I don't experience pain as much. But overall not what I expected."
10,target,raewellness.co,b5a041dc-becf-40af-a86b-6b63d35f8d9d,Arianna386604518,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2021-10-01 00:00:00,5.0,"Starting last year (covid stress and all in that implies) my sex drive had never been lower. And that just made me more depressed. So happy to have found these. They started working after 3 days, which might not happen all the time but it did for me **prayers up emoji**"
11,target,raewellness.co,27e22d9b-baaf-49f2-9ca6-42befc178c20,Keishla S.371016396,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2021-05-03 00:00:00,3.0,My mood is better but I haven't experienced any sexual moods increasing.
12,target,raewellness.co,b4549885-cbfa-4f95-ab03-c20a48e0e3d6,Monica B.330686200,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-01-19 00:00:00,5.0,The smell of the pills is amazing not like normal pills which is good. I would definitely tell others to try these. And I feel so much engery durning the day I love it. So much energy!
13,target,raewellness.co,e70a09f4-6997-4fd4-b87b-671bf34ae34a,Kailey P.371024824,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2021-03-30 00:00:00,3.0,I've been taking these for about two weeks and they don't work for me the way they work for others but it's given me some impressive energy to the point where I skip my morning tea. I'm going to try the hormone balance supplements then come back to these. Love the minty fresh smell and packaging.
14,target,raewellness.co,39c3c3ec-15a7-4d62-b35c-2a55c0fa0284,Theresa S.308944002,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-03-11 00:00:00,5.0,"Definitely see a difference in my ""mood"""
15,target,raewellness.co,d2b04e54-f4b8-488f-a810-663206261f10,Kimberly D.338826971,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-03-17 00:00:00,2.0,"I appreciate that I'm getting vitamins in my system, but I don't feel like they're doing a ton to help me â€œget me in the mood.â€ I think that I'll probably postpone my next shipment and see if I notice any changes in my body when I'm not on them. They have a minty smell to them and I was glad I have them a shot! This product might help someone who's taking birth control, and needing help with hormone adjustment. That's just not me!"
16,target,raewellness.co,58fd1358-d91f-4bbc-aa4c-f8cd37131917,Megan S.308945138,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-03-02 00:00:00,1.0,Sad to report that this has had zero effect on my libido :( Hope it works for others but it's not for me.
17,target,raewellness.co,fb1f2d64-59ae-4d8b-8233-6e70638509a2,Chris C.263858794,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2019-12-16 00:00:00,1.0,Doesn't work as advertised
18,target,raewellness.co,c51fa37e-995a-49cc-9061-73ee79d34697,Aja F.279539465,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-05-05 00:00:00,5.0,Great Product
19,target,raewellness.co,c0a800f7-ee77-498a-ba69-205ddc9e83bd,Witchologies308943527,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-04-15 00:00:00,5.0,"I literally looked for this product again JUST to leave a review, which I hardly ever do. The reason is: These vitamins are simply AMAZING to say the least. My boyfriend and I have been together for almost 2 years, and the biggest problem in our relationship was our sex life. It almost seemed like he didn't care for it at all! He's constantly grabbing my breasts, playing with them, smacks my butt as I walk by, compliments me day and night, but when it came to sex he was always unmotivated... he'd either be too tired, or just hard to turn on. No matter what I did or wore, I'd talk sexy, wear sexy outfits, touch him, and NOTHING. We have had sex once a week, if not every two weeks since the beginning of our relationship and This was the usual, but sex is so important to me that it was becoming an issue. Well, one month on these and as of 10 minutes ago we've had sex 3 times in 6 DAYS. We've NEVER done this!! I'm so happy I'm a bit emotional. He proposed to me a few months back and these vitamins have made our relationship so much more solid and just better. I thank this product so much, I have no words."
20,target,raewellness.co,5a58a443-0fdb-4c06-b16a-f8cb5eb95f73,Jessica308943473,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-05-17 00:00:00,5.0,Ladies this is the real deal! First time user & I was super skeptical but I'm so glad I tried them!
21,target,raewellness.co,b99c5739-7754-44d2-8d97-476898eb7eca,Emily H.308945054,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-02-19 00:00:00,2.0,It's okay don't really notice a difference in my sex drive just my all around mood is a little better but that's it.
22,target,raewellness.co,fc200e54-0228-446a-9f70-72c2e291e58a,20066071998,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2021-03-02 21:58:54,5.0,Vitamin supplements for women
23,target,raewellness.co,dc438de5-8797-47b4-9480-29b61cfc7dbe,Alicyn G.326362429,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-01-09 00:00:00,5.0,The taste is delicious! Kind of minty and I have actually noticed a difference in my sex drive and I'm enjoying sex more!
24,target,raewellness.co,6643ce1f-2f49-4d42-8040-e7b6b0419658,Jenna L.308945062,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-03-02 00:00:00,3.0,"I only took one month worth so it's hard to say for sure, but I do feel like it could be working! Will be ordering again to see."
25,target,raewellness.co,97996a97-be73-4434-b3a3-065363f39703,Kristina B.308944007,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-07-31 00:00:00,5.0,"I started taking In The Mood about two months ago and wow, what a difference! I stopped taking birth control last fall and have needed some serious help rebalancing my hormones. Combining this with a few other changes has made a huge difference, my partner thinks so too ;) The capsules are small and have a pleasant taste and smell making it super easy to maintain your routine!"
26,target,raewellness.co,fa7a45ac-bf52-4667-a912-a6ee09428107,Sara H.330686206,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-01-19 00:00:00,3.0,Capsules came very quickly and have a pleasant smell. I just haven't noticed a difference i haven't had them long so maybe they take a while to kick in
27,target,raewellness.co,e4e6d010-2f04-48a6-925c-b9d628992942,Talia W.266073973,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-01-22 00:00:00,5.0,"OK these actually helped quite effectively. I am definitely in the mood more often and more easily than before, and it's great. I missed that. I hope it continues to work this well for a long time"
28,target,raewellness.co,2cda246c-da91-4388-b5fa-bd178225daa3,Robyn H.308944380,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-09-15 00:00:00,5.0,When I bought in the mood i was extremely skeptical. I have tried other products in the past. I was on birth control for a long time and it messed up my hormones and my libido was gone. Week 2 changed my life. It really really works!! My husbnad was even surprised. I did a full 180. It also smells amazing!!
29,target,raewellness.co,7e8f656a-5ed9-4428-ae69-7d68bbd1a596,shubbsie10330686386,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-02-03 00:00:00,2.0,"Been taking it for about 3 days now, and this morning I took it and within 10 minutes had very hot flushing of my entire face. This can be a symptom of Niacin overdose. That coupled with the ingredients for boosting blood flow, mean I am pretty sure this is my culprit. Just be careful."
30,target,raewellness.co,72af3481-d56c-409b-a328-2ffe81fc3048,Rowen B.330686364,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-02-15 00:00:00,2.0,Made me more susceptible to a cold sore.
31,target,raewellness.co,e4d2bf8a-a751-43ba-822f-cc67a4b311b8,Lara N.268883397,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2020-03-11 00:00:00,5.0,"I'm super excited that I found something that, over all, makes me feel good. The natural vitamins and such, I feel, are better working towards my health. The spearmint flavor is amazing btw!! So happy and will continue to take more."
32,target,raewellness.co,a983b8aa-b7cc-4151-a88c-3cecdcbb90d7,Brittney U.308944470,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2019-12-19 00:00:00,1.0,This did nothing other than give me a UTI
33,target,raewellness.co,3026114d-79b0-4fe8-9f09-1ed6c0a90357,Nichole S.308944323,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-09-30 00:00:00,5.0,"They smell like mints, don't taste bad. I started off with 1 to see how my body would b taking them. Ive started taking 2 now."
34,target,raewellness.co,c79536ae-d5ae-486e-958f-2ae1b61c2378,Zachary G.330686283,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-02-01 00:00:00,5.0,After about two weeks of taking it I have really felt a change. It has helped so much! I definitely recommend trying it! I have depression so when I get into that funk I don't want to do anything and this has helped me actually have the want to! Also the mint smell is amazing :grinning_face_with_star_eyes:
35,target,raewellness.co,acce0b50-2600-4376-b7c9-6499ff842834,Caitlynn L.308943715,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-03-28 00:00:00,1.0,"The packaging and shipping were excellent and website easy to use. Unfortunately, I didn't notice and difference using the product for almost 2 months now."
36,target,raewellness.co,edab90ae-135d-4c42-9fcf-3d8d6f5d7c43,Caitlin S.308945512,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-05-07 00:00:00,1.0,"Haven't felt any benefit or changes yet, almost one month in."
37,target,raewellness.co,f43bd598-8491-452e-9ed3-23d68aa9a0ff,Tenaya R.279539709,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-05-26 00:00:00,5.0,"it really works! I was skeptical at first but after taking them everyday for 5 days I've been ""In the Mood"" since!"
38,target,raewellness.co,c5af9ebe-12e4-4f93-a271-13648396bdb1,Yvette O.308943364,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-06-11 00:00:00,3.0,"First off, the packaging, the surprise samples I love it. It is so cute and sweet. The product smells nice and has no strong taste. I am a little sad. It does work, but not as well as I had hoped compared to other reviews, but this may be due to other medications I am currently taking that deal with my hormones. I am wondering if maybe with more time I will slowly start seeing more results as can be the case with some types of medicine/herbal supplements."
39,target,raewellness.co,beea7d25-b78e-4863-82a2-3a840a5f9838,Jennifer J.308943934,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-04-27 00:00:00,5.0,"This is the best supplement I've tried to boost my drive. After having a hysterectomy at 29 (34 now), I've noticed a steady decrease. When i take this on a regular schedule, I can't ""get"" enough. I do notice a dip when I'm not so consistent with it so I hope I don't become dependent on it. LOVE LOVE THIS"
40,target,raewellness.co,59934aa8-366c-42e6-9f91-0988f34c6b83,Samantha S.308943878,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-04-14 00:00:00,5.0,"I have been taking In the Mood for approx. 6 weeks and it has been a life saver. I have 3 kids, suffer from several medical issues endometriosis being one of them. Before I started taking in the mood I had zero interest in anything intimate. I've done a complete 180 with this product. I highly recommend this product!"
41,target,raewellness.co,812bbcc7-e377-4e7d-a0f5-e490c42a6788,Larae M.279539252,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-04-21 00:00:00,5.0,Only went through about three days before I noticed a wonderful change! Thank you!
42,target,raewellness.co,b0b1d8e6-f6a6-4aca-a566-6ca7a840f71b,Jessica M.308944204,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-09-25 00:00:00,4.0,I love the minty smell/ taste it has.
43,target,raewellness.co,a4defacf-f01a-4524-bcc4-f47a178af183,Madi308943435,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-05-13 00:00:00,5.0,"Great product- I've been on BC for almost 7 years and it has taken a big toll on my sex drive drive, I thought there was no hope left for me, but these are helping a lot after 2 weeks. I signed up for the auto ship because I dont want to go without."
44,target,raewellness.co,a9ca5b54-4572-4b91-8e34-a1cadd765f85,LO308943625,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-07-05 00:00:00,5.0,"Ladies. Just buy them. Minty taste, no side effects, happy husband. . .very happy wife ; ) Overall mood improvement, energy and drive!"
45,target,raewellness.co,c815f3c1-c5eb-4ea8-9820-9e18a003bbbf,Caitlin308943221,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-04-17 00:00:00,5.0,"After the birth of my second child, I completely lost my drive and she's 5 now! My poor husband has been so supportive but I just haven't had any drive. After 1 month of taking 'in the mood', my drive is better than before I had my kids! My husband (and I ;-)) are very satisfied! Highly recommended!"
46,target,raewellness.co,c1bde688-c056-4fc7-95f2-8d1db7fd3770,Ivonne P.308943428,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-06-15 00:00:00,5.0,I love this product! The reason I ordered this product is because I am taking meds for anxiety and depression which affect my libido. I have taken this product for a month now and there is such a change in my body. My sexual energy is back!
47,target,raewellness.co,2b991b0b-76b3-4383-90f0-bcf6eba0d769,Jazmine T.308944305,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2019-11-27 00:00:00,5.0,I don't know who needs to hear this but...this really works! Take it consistently and gradually feel a boost in mood/desire.
48,target,raewellness.co,839fe67d-ded1-4157-b44b-0516e35e9718,Christina371018545,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2021-05-12 00:00:00,5.0,Y\'all it works!! Trust me. I have been dealing with low drive ever since I started BC but this helped me a lot. It took about 3ish weeks before I noticed a changed in my drive. Even my husband noticed a change and sometimes asks if I\'m really the same person. Currently on my third bottle and continue to repurchase more.
49,target,raewellness.co,0db28e6f-43bd-401e-9447-a78e475ca0c8,Megan M.268883446,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2020-03-11 00:00:00,5.0,Yes yes yes. These vitamins are legit. My spouse and I can tell a significant difference
50,target,raewellness.co,8c0c904a-b81e-4fba-93eb-bd12a04f8bfe,Cora S.266074066,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-01-18 00:00:00,1.0,"I honestly can't give an opinion, this may work for some but did not work at all for me."
51,target,raewellness.co,1b3fccbd-8b04-4bad-a178-f9ba7d21ae2c,Julia O.266074021,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-01-18 00:00:00,5.0,"Great product let me just say wow!! Quick shipment, taste great nice minty taste and IT WORKS! My Fiance is soo happy def a must and setting up auto shipment!"
52,target,raewellness.co,6ceca1da-3555-4ea5-9ce4-93a93834c447,Lorie C.371015578,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2021-04-07 00:00:00,5.0,"I had been feeling very sluggish and extremely tired by early afternoon. After taking these pills, I had more energy, was more engaged, and just had more overall motivation. I was pleasantly surprised by the energizing taste as well!!"
53,target,raewellness.co,c4c4ef11-8c03-4953-9604-9714af613b81,Jessica T.371015247,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2021-06-26 00:00:00,5.0,These have really helped balance my hormones over all and helped me get my love life back on track too.
54,target,raewellness.co,7898782c-9692-46c6-af9d-80122e5e17f1,Jen C.338827020,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-03-11 00:00:00,4.0,Great product!
